CSF	WhiteMatter	GlobalSignal	stdDVARS	non-stdDVARS	vx-wisestdDVARS	FramewiseDisplacement	tCompCor00	tCompCor01	tCompCor02	tCompCor03	tCompCor04	tCompCor05	aCompCor00	aCompCor01	aCompCor02	aCompCor03	aCompCor04	aCompCor05	Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	Cosine06	Cosine07	X	Y	Z	RotX	RotY	RotZ	AROMAAggrComp03	AROMAAggrComp10	AROMAAggrComp12	AROMAAggrComp14	AROMAAggrComp19	AROMAAggrComp20	AROMAAggrComp25	AROMAAggrComp29	AROMAAggrComp35	AROMAAggrComp36	AROMAAggrComp42	AROMAAggrComp45	AROMAAggrComp46	AROMAAggrComp50	AROMAAggrComp51	AROMAAggrComp53	AROMAAggrComp54
4693.105450203141	4905.570206175305	4842.016719940728	1.07925224	17.17409134	0.92629552	0.033770988110000004	-0.0293423053	-0.0856576187	-0.0276953341	-0.0475268287	0.0450069663	-0.0997268906	0.007962133	-0.0015832072	-0.0051468616	0.0082196805	-0.0106429566	-0.0560493668	0.0805044922	0.0790905989	0.0767524754	0.0735174443	0.0694233093	0.06451791330000001	0.058858579400000006	0.0525114409	-6.80811e-06	0.0316526	0.0186447	-0.000207823	-0.0	0.00016406	0.8182013574	-0.6264662079	-1.179569133	-0.7614786546	-0.9073361736	-0.8072889706	-0.4705666047	0.2678972632	-0.7814782679	1.193604536	1.021436706	-0.4672377088	-0.8902075017	-1.010185936	-2.042195526	-0.709480216	-0.6318156784
4697.918239503746	4907.3272353166385	4852.8787484807	1.07783735	17.151577	0.90629786	0.06994971641	-0.0157800099	-0.010069135600000001	-0.0926151872	-0.04967366980000001	0.022962615	-0.06507881480000001	-0.0008952703	-0.0157629225	0.0146059221	-0.0071448917	0.0157375059	0.0291931497	0.0804101891	0.0787158099	0.0759182419	0.0720566925	0.0671852807	0.0613722786	0.0546991542	0.0472594305	1.15083e-05	0.0143587	0.0097242	0.000238907	-0.0	0.00059167	0.861656856	-0.9294783826	-1.815336794	0.8074331061	1.186216442	-1.676355794	0.04114177102	0.9633492534	-0.4989626207	1.234958759	-1.211963953	-0.3414088591	-0.3140763982	-0.5286965666	-1.537447209	1.870133574	0.3376755884
4702.554103821875	4904.626363662102	4845.638277888416	1.05587173	16.80203819	0.91500127	0.11395346829999997	0.061379996799999996	-0.034649366099999995	-0.061175452699999994	0.0188490999	0.044190651100000006	0.009976921	0.008621073199999999	-0.0321929575	0.0070523341	-0.0143300356	-0.0476617217	0.021207651299999998	0.08030735480000001	0.0783076162	0.0750115224	0.0704736389	0.0647690888	0.0579923091	0.05025548690000001	0.0416867026	-0.00410821	0.0316361	0.0323693	-0.000769218	-0.000144282	0.000345852	0.9293710266	-0.8523734256	-1.178162894	0.2156028503	0.5831857721	-0.4687140252	-0.5829982652	-1.097705052	-0.2509049183	1.355289545	0.5414881468	-1.166717664	0.1423877556	-0.8694637845	-0.06910326592	-0.4028015415	-0.2661448241
4699.817855105054	4904.252596826632	4847.547589471741	1.08070922	17.19727707	0.91876674	0.10707234189	-0.0050390131	-0.1095180819	0.0628275579	0.0243208761	0.0359796129	-0.07144890820000001	-0.00036100300000000004	0.0044736692	-0.010476983399999999	-0.0298879583	-0.0014218281	-0.032086291600000004	0.08019600019999999	0.07786619110000001	0.0740331826	0.0687709703	0.062181140999999995	0.0543909105	0.045550668600000004	0.0358310753	-6.80811e-06	0.0081798	0.00974438	4.25024e-05	-0.0	0.00016406	0.9766956729	-0.5351379733	-1.086918899	-1.399110089	-1.751326952	0.3712228154	-0.4519929762	-0.1934593138	-1.612543933	1.15760078	-0.5807886396	0.3687561885	-1.283973154	-0.1471635005	-1.462833486	-0.6623935065	0.1352273743
4693.970735137672	4907.544437957173	4845.570229650168	0.94503999	15.03837776	0.86798555	0.09734439189	-0.0440204675	-0.0655660926	0.0102155666	-0.061924466	0.0128742005	-0.0782704069	-0.004863555	-0.004251251	0.0180811692	-0.0062005888	0.0336334266	-0.0438375777	0.0800761372	0.077391722	0.0729841566	0.0669515768	0.0594282999	0.050581833799999996	0.0406091479	0.029732287000000003	-0.00982136	0.0316509	0.0377231	-0.000462242	2.0649499999999998e-23	0.000380916	0.8638794884	-0.7268773719	-0.7099480123	-0.1778152827	-0.8151957626	-0.3441340317	-0.8665075348	0.3479571284	-1.240835089	1.960627742	0.3059290757	-0.8932951277	-1.702113475	-1.269674595	-2.024100995	0.999033244	-0.1006629628
4701.328701336975	4908.032795668402	4851.927343679196	0.91580808	14.57321262	0.88029498	0.101419775	-0.052752865	0.0160656354	-0.06989406320000001	-0.0412022524	-0.0371370031	0.0153706302	-0.0033477406	0.0045158189	-0.0022005968	-0.0205230044	0.035245545	0.0219568406	0.0799477786	0.0768844101	0.07186544610000001	0.0650185464	0.056517865599999995	0.046579623099999995	0.0354566032	0.0234317259	0.0015216	0.00795345	0.00333787	-6.93353e-05	-0.000123502	0.000257442	0.8915992293	-0.6407759808	-1.530521182	0.1115532265	0.3077278169	-2.273985431	-0.1873087966	1.09494536	-0.2584035147	1.393614168	0.1720404468	0.7689369043	-0.3493527188	0.1885256045	-1.718167538	0.5369139509	-0.6585090323
4708.862697149411	4906.058563886541	4856.700577563081	0.94136328	14.9798708	0.86142457	0.06456390499999999	-0.007273077199999999	0.0161153678	-0.049021851100000007	-0.0176153117	0.0018525451000000002	-0.008510958	-0.0019519448999999998	-0.015748693600000002	-0.014695187299999999	-0.0199893676	0.0048665335	0.0364190558	0.07981093780000001	0.0763444708	0.0706781191	0.06297516	0.0534575562	0.0423995597	0.0301198095	0.0169721496	0.00151696	0.0316481	0.017698	-0.000382541	-0.0	0.00016406	0.9049404257	-0.8120156278	-1.109679019	1.288658572	0.4695482979	-1.088352244	-0.7284371769	0.4737947773	-0.522709248	1.819214897	-0.478484817	-0.3847309498	0.3848878648	-1.066055148	-1.064108199	1.663046263	0.5687364168
4731.386429306005	4904.447791333003	4858.319398809397	1.07050622	17.03491592	0.89682198	0.05669545	0.0679114346	0.0064011881999999996	-0.0199682209	-0.0031137591	0.0317781827	0.025980032599999998	0.0146313017	-0.0335691898	-0.0171585225	-0.0168952557	0.008272205999999999	0.0738947209	0.0796656295	0.07577213320000001	0.0694233093	0.0608248858	0.05025548690000001	0.0380576042	0.0246264993	0.0103973949	0.00151591	0.0250203	-0.015428	-0.00010644	-0.0	0.000101349	0.9525762213	-0.7866673	-1.499641321	-0.6497818265	-0.2916652074	-0.1678608582	-0.7140035148	-1.680727502	0.939397891	0.0893758285	-0.4778539273	0.03864187433	0.05076544385	-0.5907133479	-0.9893766103	-1.342451573	-2.430110853
4737.775247726813	4909.615802685589	4858.826463123318	1.0613215	16.88875961	0.86998987	0.05083507	0.0873933542	0.036456861	-0.012437749599999999	0.00074214	0.0460767953	-0.0102353273	-9.375590000000001e-05	-0.0161884796	-0.0032187682	0.0618204993	-0.052271285599999995	0.0104809274	0.079511869	0.0751676401	0.0681022149	0.058571373600000004	0.0469201491	0.0335703353	0.0190052183	0.0037520801	0.0015183	0.00906576	0.00539694	-0.00020457	-0.000120223	0.00016406	0.9019258705	-0.9276592902	-1.293978539	0.751545386	2.167997006	0.2823115983	-0.6901190797	-1.169713752	1.073669161	0.9750200131	-1.515573831	-0.5489424615	0.2549156239	-2.375142419	-1.120289268	-0.1192095781	0.6354508099
4717.197153155835	4902.176681893258	4846.770239414731	1.08315456	17.23618889	0.89015418	0.03254063499999999	0.0555171649	-0.025841563999999997	-0.048245764000000003	0.0144655035	-0.0407514802	0.0019801098999999997	0.007288338	-0.0289996036	0.011879774199999998	-0.0311478912	-0.0069010736	-0.0101556727	0.0793496727	0.0745312482	0.0667160971	0.0562184482	0.0434603874	0.0289548865	0.0132851774	-0.0029186973999999997	0.0015202	0.0121132	0.00945523	-0.000520943	9.974219999999999e-24	9.19959e-05	0.8719475098	-0.9773195593	-1.379550313	-0.5472072011	0.4640608213	-0.4314056177	-0.4652278914	-1.742356532	0.1714405588	0.3036733937	1.44108796	-0.2285203998	0.4193071855	-0.7920346011	0.08649669559	1.185996354	-0.8970214494
4720.284386655703	4906.487954656034	4862.321978999848	1.25003159	19.89169502	0.99132127	0.055865144	0.021479908399999997	-0.0740507011	0.1032069325	-0.0132431179	0.1394602027	-0.0132139489	-0.0044530357	-0.0038053399	0.0305860219	-0.0162300398	0.0693862238	0.028817750299999997	0.07917905780000001	0.07386322740000001	0.0652662794	0.0537701032	0.0398853767	0.0242288806	0.0074961005	-0.0095696678	0.00151624	-0.00307275	0.000347826	-2.35007e-05	-6.18502e-05	0.00016406	0.9911038426	-0.2282511369	-0.7808987119	-1.739321366	-1.369787547	1.020979296	0.2490565767	0.3306422242	-1.405121349	1.321554485	-1.576442558	0.3256027648	-1.646669475	-0.549219579	-0.4845338628	-1.652819257	0.7237322616
4722.447778065904	4907.3141418697305	4860.4606040269	1.03089654	16.40460968	0.90133309	0.069223709	-0.0121244696	-0.002656888	0.0618419843	-0.0877280142	-0.033882458500000004	-0.1119481067	-0.0044430873	-0.005701475500000001	-0.0271056802	-0.013552230600000001	0.0263131385	-0.0219977938	0.0790000423	0.0731638613	0.0637541461	0.0512304942	0.0362045971	0.019410362900000002	0.0016680704000000001	-0.0161556953	-0.00914389	0.0121129	0.0185345	-0.000520943	-5.54674e-05	0.00016406	0.896111685	-0.558771554	-0.5916068466	-0.5027661642	-0.486785938	0.1729372458	-0.03253887835	0.3112027884	-1.124970972	0.8612907	1.035126432	-1.675595519	-1.216976629	-0.4068696464	-1.14147825	0.7344705557	0.8832913724
4718.79323854936	4909.87980743422	4861.769620561529	0.95262015	15.15900135	0.91012591	0.10059689	-0.08926037710000001	0.0623359365	0.0033021390000000004	0.008264519599999999	-0.0090488741	0.0300691238	-0.0028689269	0.0071735398	0.0047302239	0.0308438456	0.0659696996	-0.0326869823	0.0788126453	0.0724334467	0.062181140999999995	0.0486039317	0.0324278094	0.014517731499999999	-0.0041686277	-0.0226320852	0.00151236	0.0121134	-0.0178086	0.000289122	-0.0	-4.23484e-05	1.094467758	-0.2715129964	-1.523409864	0.0314879539	-0.2199776235	-2.016881953	-0.371066682	0.9493751998	-0.8884050544	1.030319706	-0.2388579984	0.5066669226	-0.4837780041	0.6238639591	0.2808121743	0.4683575953	0.02469906024
4710.91237665286	4905.422835251614	4855.22834385676	0.88245147	14.0424099	0.87250209	0.076345645	-0.042996872699999994	0.046217451799999996	-0.0066243939	-0.0263491417	-0.043633961299999996	0.011160637900000001	0.0014451948000000002	0.0059507158999999995	-0.026089995699999997	0.0153357922	0.030963279500000003	-0.0682171507	0.0786168866	0.0716722934	0.060548765899999996	0.0458948738	0.028565029	0.0095696678	-0.0099836637	-0.0289548865	-0.00321739	0.0121137	0.0131985	-0.000520943	-4.8196299999999996e-24	-4.44533e-05	1.046806557	-0.5798231858	-1.163482793	0.7621295172	-0.08924883547	-1.613367149	-0.9913354253	1.176570846	-1.494114727	1.861470318	-0.6938317117	-0.7765546197	0.004004748817	-0.6881559453	0.1812391125	0.536472349	-0.2768492448
4728.636212827412	4902.6294737167955	4859.147654751971	0.99394917	15.81666756	0.88705581	0.038684335	0.022404630699999997	0.0546628442	-0.0194566219	0.0084130458	-0.0447667243	0.0509329538	0.001817539	-0.033283491299999995	0.024224451299999998	-0.011544072399999999	0.0044446115	0.0693074167	0.0784127871	0.0708807246	0.058858579400000006	0.043107918499999995	0.0246264993	0.0045850647	-0.01574682	-0.0350811906	0.0015214	0.0121155	-0.00121914	-0.00013268100000000003	-0.0	-4.67134e-05	1.035746678	-0.5010673072	-2.016574833	0.554021081	1.343439302	-0.5515054325	-0.3181475495	-0.2545048799	-0.1084781528	1.496497826	0.2080749317	0.6457333299	0.6084139483	-0.7152607538	-0.2422425344	0.2706260297	-0.02904726418
4746.204433809888	4908.2007818063785	4865.995749990343	0.9808014	15.60744762	0.88024092	0.014087218000000004	0.0835656001	0.1028893356	-0.0016415187	-0.0189854088	0.0076124721	0.0029748340999999996	-0.009863489	-0.0036155038000000002	-0.0134160039	0.0334561529	-0.007478985600000001	0.1035410607	0.0782003683	0.0700590762	0.0571121953	0.0402477961	0.0206226645	-0.0004170453	-0.0214281485	-0.0409694226	-0.00529373	0.012118	0.000857253	-0.000213894	-0.0	-6.93643e-05	0.9578935072	-0.7711894832	-1.840993262	1.215776139	1.835054059	0.2184849229	-0.3615712018	-1.908617024	0.601225895	1.433225726	-1.576381248	0.3503333358	0.1535175032	-0.5815034811	-1.243229519	0.9067413346	-1.333682808
4730.22477711844	4904.181465051238	4853.752126701563	1.07194936	17.0578804	0.91044134	0.045887042	0.046968912800000005	0.008801798199999999	0.0137881997	0.0564421238	-0.0934877347	-0.0032714079	0.0059189973	-0.014076106000000001	0.0260796928	0.0050904528999999995	-0.028130791000000002	-0.006921330600000001	0.0779796529	0.0692076967	0.055311281100000005	0.0373193611	0.0165641421	-0.005417562900000001	-0.026998126400000003	-0.046579623099999995	0.00151696	0.0187049	0.00632304	-0.000520943	-0.0	0.00016406	0.803535361	-0.7077037549	-1.584112974	-0.2558490096	1.092122004	0.0323263597	-0.5064972212	-0.3930410111	-1.213429559	1.839833238	1.606311402	-0.191102333	0.4563178445	-0.3412131353	0.5316148247	1.862581954	0.251679608
4735.879213602882	4904.462649145095	4855.242170424907	1.14435494	18.21006775	0.92846787	0.044291145	0.079283572	-0.0218939541	0.12768431	-0.020002033	0.06765556219999999	0.1025176107	0.0014062086	-0.0075536192	-0.0023720823000000003	-0.0174257669	0.0085241433	0.0409488159	0.0777506641	0.0683269476	0.0534575562	0.034327584	0.0124616946	-0.0103973949	-0.0324278094	-0.051873719299999996	-0.0013838600000000004	0.012090600000000003	-0.00123015	2.35137e-05	-0.0	0.00016406	1.078103629	-0.4222389892	-1.373393726	-1.570875906	-1.849252814	0.7784375133	-0.442732757	-0.03982818208	-0.2625010255	1.02015622	-1.659241913	0.4017604929	-1.380730754	1.586220084	-0.8312502509	-1.77346736	-0.1032220466
4718.529820888205	4901.935335308071	4848.328331376347	1.03045988	16.39766121	0.92896813	0.07448981499999999	0.0039704975	-0.0209057484	0.0781090283	-0.013128651399999998	-0.10866720710000001	0.036701463	-0.0030050658	-0.0073123913	0.029694842200000002	-0.045704385	-0.0394341035	-0.0528717615	0.0775134264	0.0674172026	0.0515527905	0.0312775426	0.008326201	-0.015337527	-0.0376889825	-0.056815784	-0.00730058	0.0121073	0.0213305	-0.000653286	-0.0	-7.905519999999998e-05	0.9357511447	-0.8607687732	-0.9010105092	-1.16703896	-0.6644876689	-0.1151616776	-0.7768414333	0.3571357297	-0.2248232811	2.11861605	0.709279947	-1.870739145	-1.157801032	-0.6024420266	-2.614316776	0.6588371585	0.5767915067
4713.969346668885	4902.064598273286	4861.01989828645	1.03510332	16.4715519	0.93603814	0.06743680499999999	-0.0807520085	0.062428493200000004	0.021346222400000003	0.0712947548	0.010956902099999999	0.1291619005	-0.012554882	-0.0191217753	0.018532367	-0.0716582466	0.0366743086	0.0734959463	0.0772679649	0.0664788478	0.04959880269999999	0.0281744139	0.0041686277	-0.020219096699999998	-0.0427543061	-0.0613722786	0.00151172	0.0121198	-0.00797737	-0.00018634	5.26749e-05	-0.000145517	1.047950293	-0.4828074618	-1.751108297	0.4712764484	0.01513859	-2.033692517	0.04722827087	0.5119506644	-0.5579412931	1.676094331	0.3414506291	0.781203389	-0.04516181888	0.2033924567	-0.5906143814	-0.04011762085	0.01132942114
4728.480776709206	4906.958668715404	4864.674566188378	0.90658718	14.42648029	0.87271595	0.032170025000000005	-0.0386162923	0.11405727210000001	0.0002234984	-0.0205215556	-0.0614832839	0.0181536318	0.00472147	0.0086259241	-0.0102645899	0.0496620678	0.0132705545	0.0057873013000000004	0.0770143056	0.0655122813	0.047597458499999995	0.0250234648	0.0	-0.0250234648	-0.047597458499999995	-0.0655122813	0.00150735	0.0221014	0.00603314	-9.496e-05	-0.0	-0.000126101	1.050666154	-0.3957192708	-0.8998590177	1.262200919	0.6862252298	-1.434237663	-0.8233671293	1.94646359	-1.17450712	2.00628216	-0.009460305337	-0.3072362172	1.108802853	-0.4663226016	-0.4926765995	0.09190202806	-0.490026999
4733.266884003344	4908.203474784823	4861.565608252727	0.90380663	14.38223362	0.86961526	0.04852571	0.0017774146	0.059822647300000004	-0.0031985322999999997	0.0001724606	-0.0734717761	0.054644845	-0.0099494388	0.0306495414	-0.0013592696	0.0212440023	0.0104443552	0.014301198300000002	0.0767524754	0.06451791330000001	0.045550668600000004	0.0218300433	-0.0041686277	-0.029732287000000003	-0.0521932723	-0.0692076967	-0.00839957	0.0121141	-0.0130962	-0.000267257	-0.0	-0.000108355	0.9694336485	-0.406954376	-0.8182211528	0.9041278044	0.97533635	-0.9924838521	0.01196551482	-0.09589001569	-0.3125796656	0.8682749454	1.046096705	0.2623142194	0.3301273844	-0.8006034732	0.1640783916	0.5066465257	0.3546841257
4739.5874752801	4906.207327730122	4863.247649143701	0.88632989	14.10412693	0.86226952	0.05678987	0.028521372000000003	0.08101029400000001	-0.03885795	-0.0322515973	-0.0345541192	0.0338057816	0.0032163647999999996	0.0246920538	-0.020326651499999997	0.047493812	-0.0174837626	-0.014195685100000001	0.0764825022	0.0634961659	0.0434603874	0.0185995697	-0.008326201	-0.034327584	-0.056517865599999995	-0.0724334467	-0.00702451	0.00993056	-0.0296418	4.46064e-05	0.000149435	0.00016406	0.9441795865	-0.3579425128	-0.8673218728	1.361649285	1.524680001	-1.267403235	-0.3195470102	0.5781240484	0.3395595668	1.751090199	-1.00901811	0.452330202	1.089272253	-1.02393655	-1.43514998	0.9072426439	0.4749107833
4711.449777333436	4899.205305197308	4849.907760425779	1.03830647	16.52252388	0.90118641	0.11217681400000001	0.022005335600000002	-0.0434870108	-0.0376900492	0.0348201151	-0.0496145535	-0.0076317708	0.005308478	-0.012538361299999998	0.0159745147	-0.043985522699999995	-0.0494848084	-0.06501431049999999	0.0762044145	0.06244747269999999	0.0413286107	0.015337527	-0.0124616946	-0.0387918096	-0.060548765899999996	-0.0751676401	-0.0198519	0.0275272	0.000174914	-0.000560123	0.000583427	0.00016406	0.8131201374	-0.7212977418	-0.6584052897	-0.2931214039	0.5076315835	-1.114758814	-0.564852443	-1.238081055	-0.808821249	1.780532793	1.010257351	-0.2288950378	0.6143376349	-1.19714117	0.32086382	0.3259860283	0.07856796118
4712.075461431377	4904.46032761196	4865.026363325642	1.10987115	17.66132927	0.96045339	0.0910360585	-0.0680192617	-0.0432822218	0.0153374419	0.0423593858	0.0668071553	-0.0310161401	0.0046865993	0.0162302174	-0.0022276920000000003	-0.0449517378	0.09924136609999999	-0.0028222251000000003	0.0759182419	0.0613722786	0.0391573738	0.012049451999999999	-0.0165641421	-0.043107918499999995	-0.0642650266	-0.077391722	-0.00976897	0.0121153	-0.0322201	8.99629e-06	0.000489622	0.00016406	0.9751035405	-0.1561117262	-0.9426372846	-1.230796836	-0.9126031827	-0.7308876774	-0.152638612	-0.02044621772	-0.5647772343	1.518136238	-1.087876568	0.6481503399	0.2913071379	-0.1054295149	-0.04211966052	-1.3614437	1.079071044
